node_name	node_type	
DB00280	drug	
SLC22A1	drug_target	
CYP3A4	drug_target	
KCND3	drug_target	
SLC22A2	drug_target	
SCN5A	drug_target	
ORM1	drug_target	
KCND2	drug_target	
CHRM2	drug_target	
CHRM1	drug_target	
CHRM3	drug_target	
Mental disorders	phenotype	
Inflammation	phenotype	
Ischemia	phenotype	
Liver Diseases	phenotype	
Weight Gain Adverse Event	phenotype	
Impotence	phenotype	
Pituitary adenoma	phenotype	
Alzheimer Disease	phenotype	
Depressive Disorder	phenotype	
Status epilepticus	phenotype	
Abnormality of the pituitary gland	phenotype	
Hepatitis C, Chronic	phenotype	
Diabetes Mellitus, Type 1	phenotype	
Cocaine-Related Disorders	phenotype	
Pulmonary Disease, Chronic Obstructive	phenotype	
Hereditary pancreatitis	phenotype	
Pain	phenotype	
Alcohol abuse	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Arteriosclerosis	phenotype	
Eczema	phenotype	
Seizures, Febrile	phenotype	
Myocardial Reperfusion Injury	phenotype	
Bipolar affective disorder	phenotype	
Asthma	phenotype	
Secondary hypertriglyceridemia	phenotype	
Pancreatic Carcinoma	phenotype	
Tumor Progression	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Septicemia	phenotype	
Multiple Sclerosis	phenotype	
Methamphetamine abuse	phenotype	
Opiate Addiction	phenotype	
Anorexia	phenotype	
Pulmonary Cystic Fibrosis	phenotype	
Verotoxigenic Escherichia coli gastrointestinal tract infection	phenotype	
Taste bitter	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Neoplasm of the colon	phenotype	
Congestive heart failure	phenotype	
Heroin Dependence	phenotype	
Ovarian epithelial cancer	phenotype	
Substance Withdrawal Syndrome	phenotype	
Panic disorder 1	phenotype	
Substance addiction and disorders	phenotype	
Sepsis	phenotype	
Coronary heart disease 7	phenotype	
Attention deficit hyperactivity disorder	phenotype	
Bronchiolitis, Viral	phenotype	
Prostatic Neoplasms	phenotype	
Respiratory Syncytial Virus Infections	phenotype	
Schizophrenia	phenotype	
Experimental Autoimmune Encephalomyelitis	phenotype	
Lung Neoplasms	phenotype	
Animal Mammary Neoplasms	phenotype	
Rheumatoid arthritis	phenotype	
Carcinoma of colon	phenotype	
Unipolar Depression	phenotype	
Immediate hypersensitivity	phenotype	
Autoimmune disease 1	phenotype	
Alcohol dependence	phenotype	
Arthritis, Rheumatoid	phenotype	
Colon cancer	phenotype	
Epilepsy, Temporal Lobe	phenotype	
Neuroendocrine neoplasm	phenotype	
Congenital Myotonic Dystrophy	phenotype	
Hypertension	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Glioblastoma	phenotype	
Anxiety Disorders	phenotype	
Symptomatic human immunodeficiency virus infection	phenotype	
Nephrosclerosis	phenotype	
Drug Dependence	phenotype	
Prostate carcinoma	phenotype	
Melanoma	phenotype	
Cardiovascular Diseases	phenotype	
Major depressive disorder	phenotype	
Brain Ischemia	phenotype	
Essential hypertension	phenotype	
Nephrogenic diabetes insipidus, autosomal	phenotype	
Ulcerative colitis	phenotype	
Reperfusion Injury	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Tumor Angiogenesis	phenotype	
Pneumonia	phenotype	
Coronary Artery Disease	phenotype	
Paroxysmal atrial fibrillation	phenotype	
Myocardial Infarction	phenotype	
Osteoarthritis	phenotype	
Substance Use Disorders	phenotype	
{Unipolar depression, susceptibility to}, 608516 (3)	phenotype	
Glioma	phenotype	
Malignant neoplasm of pancreas	phenotype	
Colitis, Ulcerative	phenotype	
Bradycardia	phenotype	
Anorexia nervosa 1	phenotype	
Steinert myotonic dystrophy syndrome	phenotype	
Breast carcinoma	phenotype	
Gastrinoma	phenotype	
Endometriosis	phenotype	
Kidney Failure, Chronic	phenotype	
Schizoaffective Disorder	phenotype	
Hypotension	phenotype	
Benign Prostatic Hyperplasia	phenotype	
Obesity	phenotype	
Diabetes mellitus type 2	phenotype	
Migraine Disorders	phenotype	
Inflammatory Bowel Diseases	phenotype	
Bronchial Hyperreactivity	phenotype	
Epilepsy	phenotype	
Astrocytoma	phenotype	
Increased body weight	phenotype	
Airway Obstruction	phenotype	
Metabolic Syndrome X	phenotype	
Obstructive sleep apnea	phenotype	
Mood Disorders	phenotype	
Memory Loss	phenotype	
Hypogonadism with anosmia	phenotype	
Liver Cirrhosis, Biliary	phenotype	
Atherosclerosis	phenotype	
Heart Failure	phenotype	
Left ventricular hypertrophy	phenotype	
Hyperalgesia	phenotype	
Hepatocellular carcinoma	phenotype	
Breast-ovarian cancer, familial 1	phenotype	
Malignant tumor of prostate	phenotype	
Dyslipidemias	phenotype	
Dermatitis, Atopic	phenotype	
Acute myocardial ischemia	phenotype	
Stroke	phenotype	
Age-related macular degeneration 2	phenotype	
Pruritus	phenotype	
Hypersensitivity	phenotype	
Neuroblastoma	phenotype	
Acute kidney injury	phenotype	
Ichthyosis bullosa of Siemens	phenotype	
Neuralgia	phenotype	
airway disease	phenotype	
Inflammatory pain	phenotype	
Hyperlipidemia, combined, 1	phenotype	
Secondary malignant neoplasm of pancreas	phenotype	
Diabetic Nephropathies	phenotype	
Cancer Cell Growth	phenotype	
Pituitary Neoplasms	phenotype	
Inflammatory disorder	phenotype	
Hereditary Sensory Autonomic Neuropathy, Type 1	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Carcinogenesis	phenotype	
Hepatitis C	phenotype	
Chronic obstructive pulmonary disease	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Vascular Diseases	phenotype	
Cholestasis of pregnancy	phenotype	
Acth-Independent Macronodular Adrenal Hyperplasia	phenotype	
Albinism, ocular, with sensorineural deafness	phenotype	
Pain insensitivity	phenotype	
Acute Coronary Syndrome	phenotype	
Diabetes mellitus type 1	phenotype	
Virus Diseases	phenotype	
Primary hyperaldosteronism	phenotype	
Squamous cell carcinoma	phenotype	
Female sexual dysfunction	phenotype	
BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	phenotype	
Pheochromocytoma	phenotype	
Decreased testosterone in males	phenotype	
Restenosis	phenotype	
Kidney Diseases	phenotype	
 Acrodysostosis 1, with or without hormone resistance, 101800 (3)	phenotype	
Female hypogonadism	phenotype	
Generalized joint laxity	phenotype	
Pseudohypoparathyroidism, type IB, 603233 (3)	phenotype	
Memory Disorders	phenotype	
Crohn Disease	phenotype	
Renal Insufficiency, Chronic	phenotype	
Idiopathic Pulmonary Fibrosis	phenotype	
Malignant neoplasm of lung	phenotype	
Pulmonary fibrosis and/or bone marrow failure, telomere-related, 4	phenotype	
Hypercholesterolemia, autosomal dominant, type B	phenotype	
Polycystic Ovary Syndrome	phenotype	
Decreased serum testosterone level	phenotype	
Squamous cell carcinoma of the head and neck	phenotype	
Pituitary dependent hypercortisolism	phenotype	
Renal cell carcinoma, nonpapillary	phenotype	
Carotid Stenosis	phenotype	
Severe combined immunodeficiency due to ADA deficiency	phenotype	
body mass	phenotype	
Colorectal cancer	phenotype	
Pancreatic Neoplasms	phenotype	
Retinal detachment	phenotype	
Abnormal serum testosterone level	phenotype	
Intraocular melanoma	phenotype	
Psoriasis	phenotype	
Lung cancer	phenotype	
Helicobacter pylori infection	phenotype	
CNS disorder	phenotype	
Nicotine Dependence	phenotype	
Parkinson Disease	phenotype	
Absence of secondary sex characteristics	phenotype	
Abnormal female reproductive system physiology	phenotype	
Preeclampsia/eclampsia 1	phenotype	
Obesity, severe, 601665 (3)	phenotype	
Hypoplasia of the uterus	phenotype	
Pancreatitis	phenotype	
Juvenile rheumatoid arthritis	phenotype	
Cystic Fibrosis	phenotype	
Neurodegenerative Diseases	phenotype	
Substance-Related Disorders	phenotype	
Dementia familial British	phenotype	
Hepatic steatosis	phenotype	
Sarcoidosis	phenotype	
Glucose intolerance	phenotype	
Anxiety	phenotype	
Substance abuse problem	phenotype	
Abnormal circulating androgen level	phenotype	
Cytomegalovirus Infections	phenotype	
Hyperglycemia	phenotype	
Rhabdomyosarcoma alveolar	phenotype	
Overweight	phenotype	
Juvenile idiopathic arthritis, enthesitis related arthritis	phenotype	
Anosmia	phenotype	
Osteosarcoma	phenotype	
Insulinoma	phenotype	
Allergic asthma	phenotype	
Antisocial Personality Disorder	phenotype	
Non-small cell lung carcinoma	phenotype	
Bleeding with minor or no trauma	phenotype	
Secondary malignant neoplasm of lung	phenotype	
Chronic sciatica	phenotype	
Eating disorder	phenotype	
Sparse body hair	phenotype	
Kaposi's sarcoma	phenotype	
Primary pulmonary hypertension	phenotype	
Acute postoperative pain	phenotype	
Secondary amenorrhea	phenotype	
Polydipsia	phenotype	
Bulimia	phenotype	
Tremor, hereditary essential, 5	phenotype	
Cardiomyopathy, Dilated	phenotype	
