rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
5	Mental disorders	C0004936	44	439	0.0	8.963786303334528e-07	ADRA2C,APOE,BDKRB1,BDKRB2,CCK,CHRM2,CNR1,CNR2,CORT,DRD3,DRD4,F2RL3,FZD4,GABBR1,GALR1,GALR3,GFAP,GNRHR2,GPRC6A,GRM5,GRM7,GRM8,GRP,GRPR,HCRTR1,HTR1A,HTR1B,HTR5A,KIAA0319,LPAR3,MCHR2,MTNR1B,NPY,NTSR1,OPRK1,OXER1,OXT,OXTR,PDYN,POMC,SSTR5,TAC1,TACR1,TRH
18	Inflammation	C0021368	76	647	0.0	3.2269630692004304e-06	ADORA1,ADRB2,AGT,AHSG,ANXA1,APLN,APOB,APOC1,APOE,APP,BDKRB1,BDKRB2,BIN1,C3,C3AR1,C5,C5AR1,CCK,CCL19,CCL20,CCL21,CCL5,CCR2,CCR3,CCR5,CCR6,CCR7,CCR8,CHRM2,CNR1,CNR2,CST3,CXCL1,CXCL10,CXCL11,CXCL12,CXCL16,CXCL2,CXCL6,CXCL8,CXCR1,CXCR2,CXCR3,CYP3A4,EDN1,EDN2,EGF,EGFR,F2,F2R,F2RL1,FPR1,FPR2,GAL,GAST,GHRL,HP,HRH1,KNG1,LTB4R,NPFF,NPY5R,OXT,PF4,POMC,PRSS3,PTGDR2,PTGER3,PTGFR,SAA1,SERPING1,TAC1,TACR1,TACR3,TF,TFRC
19	Ischemia	C0022116	51	647	0.0	3.4062387952671206e-06	ADORA1,ADORA3,ADRB2,AGT,AGTR2,ALB,ANXA1,APLNR,APOB,APOE,APP,AVP,C5,C5AR1,CCR5,CNR2,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCR2,CXCR3,CXCR4,EDN1,EDNRB,EGF,F2,F2R,F2RL1,FZD4,GFAP,GPER1,GPR17,GPRC6A,HTR1B,KCNMA1,LPAR3,NPY,NPY2R,OXER1,OXT,P2RY1,POMC,S1PR1,S1PR3,SCN5A,SLC1A5,SYT1,TF,UTS2
240	Liver Diseases	C0023895	40	586	4.185873869744228e-12	4.302617425600574e-05	ADRA1D,AGT,ALB,ANXA1,APOE,AVP,CCK,CCL16,CCL20,CCL5,CCR1,CCR2,CCR5,CCR6,CD3D,CNR1,CNR2,CST3,CXCL1,CXCL10,CXCL12,CXCL16,CXCL2,CXCL8,CXCL9,CXCR4,CXCR6,CYP3A4,EDN1,EGF,EGFR,F2,GCG,GNAI2,LTB4R,NPY1R,NPY5R,PF4,PMCH,SLC25A13
241	Weight Gain Adverse Event	C2911647	26	151	6.763367643713991e-12	4.3205449982072434e-05	ADRA2A,ADRB2,APOE,CCKAR,CHRM1,CHRM3,CNR1,DRD3,DRD4,GRM1,GRM2,GRM4,GRM5,GRM6,GRM7,GRM8,HRH1,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2B,HTR5A
242	Impotence	C0242350	18	126	7.644773702963903e-12	4.3384725708139114e-05	AGT,APOB,CNR1,CXCR3,EDN1,EDNRA,GNRH1,GNRHR,KCNMA1,KISS1,KISS1R,P2RY1,P2RY2,PROK2,PROKR2,PTAFR,TAC3,TACR3
243	Pituitary adenoma	C0032000	29	286	9.36495325731812e-12	4.356400143420581e-05	ACKR3,ARRB1,ARRB2,CASR,CXCL12,CXCL8,CXCR4,EGF,EGFR,GAL,GHRL,GHSR,GNRH1,GNRHR,GRB2,KISS1,KISS1R,NPY,NTS,NTSR2,POMC,SST,SSTR1,SSTR2,SSTR3,SSTR5,TFRC,TRH,TRHR
244	Alzheimer Disease	C0002395	104	1699	9.879763673836806e-12	4.37432771602725e-05	ADRA1A,ADRA1D,ADRA2A,ADRB2,AGT,AGTR2,AHSG,ALB,ANXA1,AP2A2,APOB,APOC1,APOE,APP,ARRB2,BDKRB2,BIN1,C3,C5AR1,CASR,CCL5,CCR1,CCR2,CCR5,CHRM1,CHRM2,CNR2,CST3,CTSL,CXCL12,CXCL8,CXCR2,CXCR4,DAB2,DNM2,DRD3,DRD4,EDN1,EDNRA,EDNRB,EGFR,F2,F2R,F2RL3,GABBR1,GAL,GFAP,GRB2,GRM2,GRM5,GRPR,GSN,HCAR3,HCRT,HCRTR2,HP,HTR1A,HTR1B,HTR1F,IGF2R,ITSN1,KCND2,KCNMA1,KLK3,KNG1,LDLR,LRP2,LTB4R,M6PR,MGST3,MLN,MTNR1A,NMU,NPS,NPY,NPY2R,NTS,NTSR1,P2RY1,P2RY12,P2RY2,PCED1B,PDYN,PICALM,PPY,PTGER1,PTGER3,PTGFR,PYY,SAA1,SERPING1,SH3BP5,SH3GL2,SLC18A3,SPAST,SST,SSTR2,SYNJ1,SYT1,TAC1,TF,UBB,UTS2B,VAMP2
245	Depressive Disorder	C0011581	50	543	1.3520073949280231e-11	4.392255288633919e-05	ADRA2A,ADRA2C,ADRB2,AGT,ALB,AP2B1,APOE,AVP,AVPR1B,CCR2,CHRM2,CNR1,CNR2,CXCL8,DRD3,DRD4,EGFR,F2R,F2RL3,GAL,GALR2,GAST,GHRL,GNB1,GRM1,GRM2,GRM5,HCRT,HGS,HP,HTR1A,HTR1B,HTR1D,LPAR1,MCHR1,MTNR1B,NPY,NPY1R,NPY2R,OPRK1,ORM1,OXT,OXTR,PDYN,PMCH,POMC,TAC1,TACR3,TAS2R38,TRH
246	Status epilepticus	C0038220	23	185	1.4562795414008178e-11	4.410182861240588e-05	ADRA1D,CCR10,CCR2,CCR3,CCR5,CCR7,CCR8,CCR9,CNR1,CXCL1,CXCL12,GRM1,GRM5,HRH3,KCNMA1,NPY,SPAST,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5
