node1	node2	edge_score	
DB00880	SLC22A6	1.0	
DB00880	SLC12A3	1.0	
DB00880	CA1	1.0	
DB00880	CA2	1.0	
DB00880	CA4	1.0	
SLC22A6		1
SLC12A3		1
SLC12A3	rs13306673	0.99
SLC12A3	rs1529927	0.99
CA1		1
CA2		1
CA4		1
CA4	DLD	0.8281207788973212
Multisystem disorder	DLD	1.0	
Multisystem disorder	SLC12A3	1.0	
Renal tubular dysfunction	CA2	1.0	
Renal tubular dysfunction	SLC12A3	1.0	
Aqueous Humor Disorders	CA2	1.0	
Aqueous Humor Disorders	CA4	1.0	
Abnormality of acid-base homeostasis	CA2	1.0	
Abnormality of acid-base homeostasis	DLD	1.0	
Abnormality of acid-base homeostasis	SLC12A3	1.0	
Kidney Diseases	CA1	1.0	
Kidney Diseases	CA2	1.0	
Kidney Diseases	SLC12A3	1.0	
Kidney Diseases	SLC22A6	1.0	
Ulcerative colitis	CA1	1.0	
Ulcerative colitis	CA2	1.0	
Ulcerative colitis	DLD	1.0	
Ulcerative colitis	SLC22A6	1.0	
Paralysis	CA2	1.0	
Paralysis	SLC12A3	1.0	
Abnormality of central motor function	CA2	1.0	
Abnormality of central motor function	CA4	1.0	
Abnormality of central motor function	DLD	1.0	
Abnormality of central motor function	SLC12A3	1.0	
Ectopic calcification	CA2	1.0	
Ectopic calcification	SLC12A3	1.0	
Familial hypokalemia-hypomagnesemia	SLC12A3	1.0	
Peroxisome biogenesis disorder 6A	CA1	1.0	
Chromosome 11p deletion syndrome	SLC22A6	1.0	
Basal ganglia calcification, idiopathic, 6	CA2	1.0	
Oropharynx (excludes nasopharynx)	CA2	1.0	
Mental handicap	CA2	1.0	
Treacher Collins syndrome	SLC12A3	1.0	
Urolithiasis	DLD	1.0	
Chondrocalcinosis	SLC12A3	1.0	
Renal tubular acidosis, distal, autosomal dominant	CA2	1.0	
Metabolic Bone Disorder	CA2	1.0	
Abnormal urine output	SLC12A3	1.0	
Cholangitis	CA2	1.0	
Abnormality of metabolism/homeostasis	CA2	1.0	
Abnormality of metabolism/homeostasis	CA4	1.0	
Abnormality of metabolism/homeostasis	DLD	1.0	
Abnormality of metabolism/homeostasis	SLC12A3	1.0	
Hypervolemia	SLC12A3	1.0	
Germinoma	SLC12A3	1.0	
Abnormal drinking behavior	SLC12A3	1.0	
Cranial hyperostosis	CA2	1.0	
Abnormality of renal excretion	SLC12A3	1.0	
Noonan syndrome with multiple lentigines	SLC12A3	1.0	
Encephalopathy, acute, infection-induced, 4, susceptibility to	CA2	1.0	
Encephalopathy, acute, infection-induced, 4, susceptibility to	DLD	1.0	
Simple pneumoconiosis	CA1	1.0	
Alkalosis	SLC12A3	1.0	
Polyuria	SLC12A3	1.0	
Mental impairment	CA2	1.0	
Glanzmann thrombasthenia	DLD	1.0	
{TSC2 angiomyolipomas, renal, modifier of}, 613254 (3)	SLC12A3	1.0	
Acidosis	CA2	1.0	
Acidosis	DLD	1.0	
Tubulointerstitial nephritis	SLC12A3	1.0	
Acute intermittent porphyria	CA2	1.0	
Abnormality of potassium homeostasis	SLC12A3	1.0	
Aseptic necrosis	CA2	1.0	
Kidney Calculi	CA2	1.0	
Hypokalemia	SLC12A3	1.0	
