rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
168	Inflammation	C0021368	37	647	3.054889674558581e-11	3.9087947882736156e-05	ABCB1,AGT,AHSG,ANXA1,APOC1,APOE,APP,BDKRB1,BDKRB2,CCK,CST3,CXCL6,CYP1A1,CYP2D6,CYP3A4,EDN1,EDN2,F2,F2R,F2RL1,GAST,GHRL,HP,HRH1,KNG1,LTB4R,NPFF,OXT,POMC,PRSS3,PTGFR,SAA1,SERPING1,SLC22A5,TAC1,TACR1,TACR3
169	Pain	C0030193	37	628	4.580003043486158e-11	3.932061423918101e-05	ABCB1,ADRA1A,ADRA2A,ADRA2C,ALB,BDKRB1,BDKRB2,CASR,CCK,CCKBR,CHRM1,CYP2D6,CYSLTR2,DRD4,EDN1,EDN3,EDNRB,F2RL1,GHSR,GNA11,GNAQ,HCRT,HRH1,KNG1,NLRC4,NTSR1,OXT,POMC,PROKR1,SAA1,SERPING1,SPAST,TAC1,TACR1,TACR3,TRAPPC11,TRH
170	Bradycardia	C0428977	16	53	4.6554760047001764e-11	3.955328059562587e-05	AGT,CYP2D6,EDN1,EDN2,EDN3,GCG,GNAI2,GNRH1,KNG1,NTS,POMC,SCN5A,TAC1,TACR1,TRH,UTS2
171	Asthma	C0004096	60	1454	5.718692186462704e-11	3.978594695207073e-05	ABCB1,ADRA1A,ADRA1B,ADRA1D,ADRA2B,AGT,ANXA1,APOE,APP,BDKRB1,BDKRB2,CCL23,CHRM1,CHRM3,CRB1,CXCL6,CYP1A1,CYP1A2,CYP2D6,CYP3A4,CYSLTR1,CYSLTR2,EDN1,EDNRA,EDNRB,F2R,F2RL1,GHRL,GNB1,GPR65,GPRC6A,GRM1,GRP,GSN,HP,HRH1,KNG1,LPAR2,LPAR3,LTB4R,LTB4R2,NPS,NPSR1,OXTR,PCDH1,PMCH,POMC,PPBP,PTGER1,SERPING1,SLC22A1,SLC22A5,TAC1,TAC3,TACR1,TACR2,TACR3,TBXA2R,UTS2,XCL1
172	Abnormality of the pituitary gland	C0032002	35	645	5.872025088393684e-11	4.001861330851559e-05	ADRA1A,ADRA1D,ADRA2B,AGT,ALB,ANXA1,APOE,AVPR1B,CCK,CST3,CYSLTR2,DRD4,EDNRA,GAST,GCG,GHRL,GHSR,GNA11,GNRH1,GNRHR,KISS1,KISS1R,KLK3,LPAR2,NTS,OXT,PMCH,POMC,PROK2,PROKR2,SLC22A1,TACR3,TRH,TRHR,ZNF292
173	Hypotension	C0020649	22	129	6.03298522250384e-11	4.025127966496045e-05	ADRA1A,ADRA1B,ADRA2A,AGT,ALB,BDKRB2,CASR,EDN1,EDN2,EDN3,GCG,GHRL,GNA11,HRH1,KNG1,OXT,POMC,PTAFR,SAA1,TAC1,TACR1,TACR3
174	Anxiety Disorders	C0003469	30	383	6.105249639176691e-11	4.048394602140531e-05	ABCB1,ADRA1A,ADRA2A,ADRA2B,AGT,APOE,APP,AVPR1A,AVPR1B,CCK,CCKAR,CCKBR,CYP2D6,CYP3A4,CYSLTR2,DRD4,EDNRA,GNB1,GRM5,KLK3,LPAR1,LPAR2,NPS,NPSR1,OXT,OXTR,PLAG1,POMC,TAC1,TACR1
176	Panic disorder 1	C1868649	14	80	6.467748558947051e-11	4.094927873429502e-05	AGT,AVPR1B,BDKRB2,CCK,CCKAR,CCKBR,DRD4,GRP,GRPR,HCRT,HP,NPS,NPSR1,TACR1
179	Hypertension	C0020538	68	1647	6.917255657157284e-11	4.16472778036296e-05	ABCB1,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,AGT,ALB,ANXA1,APOC1,APOE,APP,AVPR1A,BDKRB1,BDKRB2,CASR,CHRM3,CST3,CYP1A1,CYP1A2,CYP2D6,CYP3A4,CYP3A5,CYSLTR2,EDN1,EDN2,EDN3,EDNRA,EDNRB,F2,F2R,GCG,GCGR,GHRL,GHSR,GNA12,GNA14,GNAI2,GNRH1,HP,HTR2B,KCNMA1,KISS1,KNG1,LPAR1,LPAR2,MGST3,NTS,OXT,OXTR,P2RY2,POMC,PPBP,PTGER1,SAA1,SLC22A1,SLC22A3,SLC22A4,SLC22A5,TAC3,TACR1,TACR3,TRH,TRHR,UTS2,UTS2R,XCL1
180	Panic disorder syndrome 1 (2)	C0030319	16	115	6.92005341917934e-11	4.1879944160074454e-05	ADRA2A,AGT,AVPR1A,AVPR1B,BDKRB2,CCK,CCKAR,CCKBR,DRD4,GRP,GRPR,HCRT,HP,NPS,NPSR1,TACR1
