node_name	node_type	
DB02032	drug	
ACE	drug_target	
genetic hypertension	phenotype	
Otosclerosis	phenotype	
Abnormal urine output	phenotype	
Hypervolemia	phenotype	
Abnormality of renal excretion	phenotype	
Nephrosclerosis	phenotype	
Coronary Thrombosis	phenotype	
Ventricular tachycardia, catecholaminergic polymorphic, 2	phenotype	
Focal segmental glomerulosclerosis 1	phenotype	
Renovascular hypertension	phenotype	
Nephrosis	phenotype	
Diabetic Cardiomyopathies	phenotype	
Henoch-Schoenlein Purpura	phenotype	
Lymphangiomyomatosis	phenotype	
Aortic valve disease 2	phenotype	
Hemolytic uremic syndrome	phenotype	
Renal dysplasia	phenotype	
Microalbuminuria	phenotype	
Cardiac fibrosis	phenotype	
Uremia	phenotype	
Abnormality of the renal tubule	phenotype	
Brain Infarction	phenotype	
Coronary artery stenosis	phenotype	
Membranous nephropathy, susceptibility to	phenotype	
Mitral Valve Prolapse	phenotype	
Chronic heart failure	phenotype	
Pulmonary hypoplasia	phenotype	
Diabetic Angiopathies	phenotype	
Mitral regurgitation	phenotype	
Oligohydramnios	phenotype	
Aplasia/Hypoplasia of the lungs	phenotype	
Angina, Unstable	phenotype	
Aortic regurgitation	phenotype	
Interstitial fibrosis	phenotype	
Acute pancreatitis	phenotype	
Glomerulosclerosis, Focal Segmental	phenotype	
Carotid Atherosclerosis	phenotype	
Portal hypertension, noncirrhotic	phenotype	
High altitude pulmonary edema	phenotype	
Intracranial Aneurysm	phenotype	
Large fontanelles	phenotype	
Focal segmental glomerulosclerosis	phenotype	
Esophageal varix	phenotype	
Cardiovascular morbidity	phenotype	
Thrombophilia	phenotype	
Old myocardial infarction	phenotype	
Aortic atherosclerosis	phenotype	
Proliferative retinopathy	phenotype	
Proteinuria Adverse Event	phenotype	
Vesicoureteral reflux	phenotype	
Hypotension	phenotype	
Ventricular Fibrillation Adverse Event	phenotype	
Pancreatic fibrosis	phenotype	
Pregnancy Complications	phenotype	
Biliary cirrhosis	phenotype	
Aortic valve stenosis	phenotype	
Enzyme inhibition disorder	phenotype	
Respiratory Distress Syndrome, Adult	phenotype	
Renal hypertension	phenotype	
Aortic aneurysm without mention of rupture NOS	phenotype	
Polycystic kidney disease, autosomal dominant	phenotype	
Alport syndrome	phenotype	
Tachycardia	phenotype	
{Aneurysm, familial abdominal 3} (2)	phenotype	
Peptic Ulcer Hemorrhage	phenotype	
Sudden death	phenotype	
