node_name	node_type	
DB02116	drug	
MAPK1	drug_target	
CDK2	drug_target	
CDK5	drug_target	
CDK1	drug_target	
Dandy-Walker like malformation with atrioventricular septal defect	phenotype	
Accessory spleen	phenotype	
Pancreatic fibrosis	phenotype	
Heterotaxy, visceral, 7, autosomal	phenotype	
Intellectual developmental disorder with dysmorphic facies and ptosis	phenotype	
Hirschsprung Disease	phenotype	
Cerebellar vermis hypoplasia	phenotype	
Abnormality of the integument	phenotype	
Noonan syndrome 1	phenotype	
Abnormality of the digestive system	phenotype	
Abnormality of nervous system physiology	phenotype	
Abnormality of the posterior cranial fossa	phenotype	
Abnormality of the renal medulla	phenotype	
Abnormality of muscle physiology	phenotype	
Sloping forehead	phenotype	
BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 4	phenotype	
Abnormal autonomic nervous system morphology	phenotype	
Abnormality of enteric ganglion morphology	phenotype	
Abnormality of enteric nervous system morphology	phenotype	
Apnea	phenotype	
Abnormality of the nasal dorsum	phenotype	
Abnormality of higher mental function	phenotype	
Growth abnormality	phenotype	
Abnormality of the genitourinary system	phenotype	
Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness	phenotype	
Corneal opacity	phenotype	
Seizures, Febrile	phenotype	
Hypertelorism	phenotype	
Nephronophthisis	phenotype	
Slanting of the palpebral fissure	phenotype	
Renal cyst	phenotype	
Abnormality of the skull	phenotype	
Abnormality of the curvature of the vertebral column	phenotype	
Epicanthus	phenotype	
Abnormality of the orbital region	phenotype	
Abnormality of male external genitalia	phenotype	
Sarcoma, Ewing	phenotype	
Abnormality of the lower limb	phenotype	
Abnormal cortical gyration	phenotype	
Webbed neck	phenotype	
Abnormality of neuronal migration	phenotype	
Abnormality of cardiovascular system electrophysiology	phenotype	
Abnormality of the head	phenotype	
Abnormality of cardiovascular system morphology	phenotype	
Cryptorchidism	phenotype	
Abnormality of the upper limb	phenotype	
Medulloblastoma	phenotype	
Oculomotor apraxia	phenotype	
Microphthalmia syndromic 6	phenotype	
Elevated 7-dehydrocholesterol	phenotype	
Abnormal conjugate eye movement	phenotype	
Ambiguous genitalia	phenotype	
Abnormality of the endocrine system	phenotype	
Abnormal nasal morphology	phenotype	
Postaxial foot polydactyly	phenotype	
Abnormality of the vertebral column	phenotype	
Ventriculomegaly	phenotype	
Abnormality of the lens	phenotype	
Abnormality of skull size	phenotype	
Abnormality of the anterior segment of the globe	phenotype	
Strabismus	phenotype	
Abnormality of brainstem morphology	phenotype	
Furrowed tongue	phenotype	
Sclerocornea	phenotype	
Iris coloboma	phenotype	
Abnormality of the skull base	phenotype	
Congenital anomalies of kidney and urinary tract 1, susceptibility to	phenotype	
