rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	genes	
41	Symptomatic human immunodeficiency virus infection	C0019693	34	1900	3.808076076694533e-11	1.48014440433213e-05	BCL10,CALM3,CHUK,CUL1,EFNB2,EPHB2,EPHB6,FBXW11,FYN,GRB2,GSS,IFIH1,IKBKB,IRAK1,LYN,NFKB1,NFKB2,NFKBIA,NFKBIB,NFKBIE,NOD1,NOD2,RELA,SHC1,SKP1,SLC22A6,SLCO1B1,SQSTM1,SRC,TIAM1,TRAF2,TRAF6,UBE2V1,YES1
42	Lymphoma, Large B-Cell, Diffuse	C0024299	25	1362	5.413869352821621e-11	1.516245487364621e-05	BCL10,BTRC,CALM3,CARD11,EPHB1,EPHB2,EPHB4,HRAS,IKBKB,IRAK1,LYN,MALT1,MAP3K7,NFKB1,NFKB2,NFKBIA,REL,RELA,RIPK2,SOS1,SQSTM1,SRC,TIAM1,TRAF2,TRAF6
43	Verotoxigenic Escherichia coli gastrointestinal tract infection	C0009450	22	1111	5.6892823785403834e-11	1.552346570397112e-05	BCL10,CHUK,EFNB2,EPHB2,HRAS,IFIH1,MALT1,MAP3K7,NEFL,NFKB1,NFKBIA,NFKBIE,NOD1,NOD2,RELA,RIPK1,RIPK2,SQSTM1,SRC,TRAF2,TRAF6,UBE2V1
44	Hypohidrotic X-linked ectodermal dysplasia	C0162359	7	32	5.690858895235351e-11	1.5884476534296028e-05	EFNB1,IKBKG,MAP3K7,NFKB1,NFKBIA,TAB2,TRAF6
45	Animal Mammary Neoplasms	C0024667	31	2352	1.5574619371960807e-10	1.6245487364620938e-05	BCL10,CALM3,CHUK,EPHB2,EPHB4,EPHB6,FYN,GRB2,GRIN1,GSS,HRAS,IKBKB,LYN,MAP3K7,MAP3K8,NFKB1,NFKB2,NFKBIA,NOD2,REL,RELA,RIPK1,RIPK2,SHC1,SLCO1B1,SOS1,SQSTM1,SRC,TAB1,TIAM1,YES1
46	Rheumatoid arthritis	C0003873	27	1856	2.8059243817324386e-10	1.6606498194945848e-05	CALM3,CHUK,CUL1,EFNB1,EFNB2,EPHB1,EPHB2,IFIH1,IKBKB,IRAK1,NFKB1,NFKB2,NFKBIA,NFKBIB,NFKBIE,NOD1,NOD2,REL,RELA,RIPK1,SLCO1B1,SOS1,TAB1,TAB2,TNIP2,TRAF2,TRAF6
47	Glioma	C0017638	28	1997	2.973936652495013e-10	1.696750902527076e-05	BCL10,CALM3,CAMK2B,CUL1,EFNB2,EFNB3,EPHB1,EPHB2,EPHB4,FYN,GRB2,GRIN2B,HRAS,IKBKB,LYN,MAP3K8,NFKB1,NFKB2,NFKBIA,NOD2,RELA,RIPK2,SLC7A11,SOS1,SQSTM1,SRC,TRAF2,UBE2N
48	Weight Gain Adverse Event	C2911647	9	151	3.874635057243836e-10	1.7328519855595668e-05	CAMK2A,CAMK2B,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,SRC
50	Hepatocellular carcinoma	C2239176	35	3108	5.042346540307108e-10	1.805054151624549e-05	BCL10,BTRC,CALM3,CHUK,CUL1,EFNB1,EFNB2,EPHB1,EPHB2,EPHB4,EPHB6,FBXW11,GRB2,HRAS,IFIH1,IKBKB,IKBKG,IRAK1,MAP3K7,MAP3K8,NFKB1,NFKBIA,NOD2,REL,RELA,SHC1,SLCO1B1,SOS1,SQSTM1,SRC,TAB3,TIAM1,UBE2N,UBE2V1,YES1
51	{Gastric cancer risk after H. pylori infection}, 137215 (3)	C0024623	28	2073	6.117611972555892e-10	1.84115523465704e-05	BCL10,BTRC,CALM3,EFNB1,EFNB2,EPHB1,EPHB2,EPHB4,GRB2,GRIN2B,HRAS,IKBKB,IRAK1,MAP3K8,NFKB1,NFKB2,NFKBIA,NOD1,NOD2,RELA,RIPK2,SOS1,SRC,TAB2,TIAM1,TRAF2,TRAF6,YES1
52	Pancreatic Carcinoma	C0235974	25	1690	8.091486369821155e-10	1.8772563176895305e-05	BCL10,BTRC,CALM3,EPHB2,EPHB4,FBXW11,HRAS,IKBKB,IRAK1,MAP3K7,NFKB1,NFKB2,NFKBIA,REL,RELA,RIPK1,RIPK2,SLCO1B1,SOS1,SQSTM1,SRC,TIAM1,TRAF2,TRAF6,YES1
53	Stomach cancer	C0699791	28	2109	9.058315209031775e-10	1.913357400722022e-05	BCL10,BTRC,CALM3,EFNB1,EFNB2,EPHB1,EPHB2,EPHB4,FBXW11,GRB2,GRIN2B,HRAS,IRAK1,MAP3K8,NFKB1,NFKB2,NFKBIA,NOD1,NOD2,RELA,RIPK2,SOS1,SRC,TAB2,TIAM1,TRAF2,TRAF6,YES1
