Gene	CUI	Phenotype	Source Databases	
BCL10	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
CALM3	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
CHUK	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
CUL1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
EFNB2	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
EPHB2	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
EPHB6	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
FBXW11	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
FYN	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
GRB2	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
GSS	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
IFIH1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
IKBKB	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
IRAK1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
LYN	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NFKB1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NFKB2	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NFKBIA	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NFKBIB	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NFKBIE	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NOD1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
NOD2	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
RELA	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
SHC1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
SKP1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
SLC22A6	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
SLCO1B1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
SQSTM1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
SRC	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
TIAM1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
TRAF2	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
TRAF6	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
UBE2V1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
YES1	C0019693	Symptomatic human immunodeficiency virus infection	DisGeNet	
BCL10	C0024299	Lymphoma, Large B-Cell, Diffuse	ClinVar,DisGeNet,HumPhenOnt	
BTRC	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
CALM3	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
CARD11	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
EPHB1	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
EPHB2	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
EPHB4	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
HRAS	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
IKBKB	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
IRAK1	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
LYN	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
MALT1	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet,HumPhenOnt	
MAP3K7	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
NFKB1	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet,HumPhenOnt	
NFKB2	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet,HumPhenOnt	
NFKBIA	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
REL	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
RELA	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
RIPK2	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
SOS1	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
SQSTM1	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
SRC	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
TIAM1	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
TRAF2	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
TRAF6	C0024299	Lymphoma, Large B-Cell, Diffuse	DisGeNet	
BCL10	C0009450	Verotoxigenic Escherichia coli gastrointestinal tract infection	DisGeNet	
