node_name	node_type	
DB00366	drug	
CHRM1	drug_target	
HRH1	drug_target	
Male hypogonadism	phenotype	
Decreased serum testosterone level	phenotype	
Anosmia	phenotype	
Female sexual dysfunction	phenotype	
Absence of secondary sex characteristics	phenotype	
Abnormal female reproductive system physiology	phenotype	
Panic disorder 1	phenotype	
Inflammation	phenotype	
Mental disorders	phenotype	
Pain	phenotype	
Impotence	phenotype	
Abnormality of the pituitary gland	phenotype	
Adenomas, multiple colorectal, 608456 (3)	phenotype	
Bradycardia	phenotype	
Pulmonary hypertension, neonatal, susceptibility to	phenotype	
Aplasia/Hypoplasia of the breasts	phenotype	
Hypogonadism with anosmia	phenotype	
Alzheimer Disease	phenotype	
Breast hypoplasia	phenotype	
Non-obstructive azoospermia	phenotype	
Erectile abnormalities	phenotype	
Anxiety Disorders	phenotype	
Abnormal serum testosterone level	phenotype	
Anxiety	phenotype	
Decreased testosterone in males	phenotype	
Hypoplasia of the uterus	phenotype	
Essential hypertension	phenotype	
Asthma	phenotype	
Gastrinoma	phenotype	
Hypoparathyroidism - autosomal dominant	phenotype	
Hypoplasia of the ovary	phenotype	
Aplasia/Hypoplasia of the ovary	phenotype	
Panic disorder syndrome 1 (2)	phenotype	
Hypogonadotropic hypogonadism 7 with or without anosmia	phenotype	
Tumor Progression	phenotype	
Secondary amenorrhea	phenotype	
Atherosclerosis	phenotype	
Congestive heart failure	phenotype	
Schizophrenia	phenotype	
Hypertension	phenotype	
Prostate carcinoma	phenotype	
Secondary hypertriglyceridemia	phenotype	
Coronary heart disease 7	phenotype	
Obstructive sleep apnea	phenotype	
Sparse body hair	phenotype	
Female hypogonadism	phenotype	
Generalized joint laxity	phenotype	
Aplasia/hypoplasia of the uterus	phenotype	
Alcohol dependence	phenotype	
Hypotension	phenotype	
Abnormal circulating androgen level	phenotype	
Wide intermamillary distance	phenotype	
Abnormal intermamillary distance	phenotype	
Hyperalgesia	phenotype	
Mood Disorders	phenotype	
Bipolar affective disorder	phenotype	
Neoplasm of the colon	phenotype	
Disorders of parathyroid gland	phenotype	
genetic hypertension	phenotype	
Obesity	phenotype	
Left ventricular hypertrophy	phenotype	
Increased body weight	phenotype	
Irritable bowel syndrome with diarrhea	phenotype	
Heart Failure	phenotype	
Malignant tumor of prostate	phenotype	
Pruritus	phenotype	
Ovarian epithelial cancer	phenotype	
Depressive Disorder	phenotype	
Taste bitter	phenotype	
Arteriosclerosis	phenotype	
