Gene	CUI	Phenotype	Source Databases	
AKR1B1	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
TIMP3	C0001430	Adenomas, multiple colorectal, 608456 (3)	DisGeNet	
AKR1B1	C0003850	Arteriosclerosis	DisGeNet	
TIMP3	C0003850	Arteriosclerosis	DisGeNet	
AKR1B1	C0004096	Asthma	DisGeNet	
TIMP3	C0004096	Asthma	DisGeNet	
AKR1B1	C0004153	Atherosclerosis	DisGeNet	
TIMP3	C0004153	Atherosclerosis	DisGeNet	
AKR1B1	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
TIMP3	C0006142	Breast-ovarian cancer, familial 1	DisGeNet	
AKR1B1	C0007102	Colon cancer	DisGeNet	
TIMP3	C0007102	Colon cancer	DisGeNet	
AKR1B1	C0007847	Malignant tumor of cervix	DisGeNet	
TIMP3	C0007847	Malignant tumor of cervix	DisGeNet	
AKR1B1	C0011849	Diabetes Mellitus, Type 1	DisGeNet	
TIMP3	C0011849	Diabetes Mellitus, Type 1	DisGeNet	
AKR1B1	C0011854	Diabetes mellitus type 1	DisGeNet	
TIMP3	C0011854	Diabetes mellitus type 1	DisGeNet	
AKR1B1	C0011860	Diabetes mellitus type 2	DisGeNet	
TIMP3	C0011860	Diabetes mellitus type 2	DisGeNet	
AKR1B1	C0011875	Diabetic Angiopathies	DisGeNet	
TIMP3	C0011875	Diabetic Angiopathies	DisGeNet	
AKR1B1	C0011881	Diabetic Nephropathies	DisGeNet	
TIMP3	C0011881	Diabetic Nephropathies	DisGeNet	
AKR1B1	C0011884	Diabetic Retinopathy	DisGeNet	
TIMP3	C0011884	Diabetic Retinopathy	DisGeNet	
AKR1B1	C0014175	Endometriosis	DisGeNet	
TIMP3	C0014175	Endometriosis	DisGeNet	
AKR1B1	C0017638	Glioma	DisGeNet	
TIMP3	C0017638	Glioma	DisGeNet	
AKR1B1	C0018801	Heart Failure	DisGeNet	
TIMP3	C0018801	Heart Failure	DisGeNet	
AKR1B1	C0018802	Congestive heart failure	DisGeNet	
TIMP3	C0018802	Congestive heart failure	DisGeNet	
AKR1B1	C0020538	Hypertension	DisGeNet	
TIMP3	C0020538	Hypertension	DisGeNet	
AKR1B1	C0022658	Kidney Diseases	DisGeNet	
TIMP3	C0022658	Kidney Diseases	DisGeNet	
AKR1B1	C0024623	{Gastric cancer risk after H. pylori infection}, 137215 (3)	DisGeNet	
TIMP3	C0024623	{Gastric cancer risk after H. pylori infection}, 137215 (3)	DisGeNet	
AKR1B1	C0027627	Secondary hypertriglyceridemia	DisGeNet	
TIMP3	C0027627	Secondary hypertriglyceridemia	DisGeNet	
AKR1B1	C0028754	Obesity	DisGeNet	
TIMP3	C0028754	Obesity	DisGeNet	
